datadate,tic,adjcp,open,high,low,volume,macd,rsi,ema,boll,turbulence
202309010000,USDJPY5,145.485,145.526,145.463,145.522,1687,0.0,100.0,145.485,145.485,0.0
202309010005,USDJPY5,145.522,145.524,145.471,145.517,890,0.0008301282051661474,100.0,145.50535000000002,145.5035,0.0
202309010010,USDJPY5,145.515,145.534,145.499,145.529,752,0.0008406785217403012,83.63211223692663,145.5092292358804,145.50733333333332,0.0
202309010015,USDJPY5,145.529,145.621,145.529,145.619,1032,0.0013303387840153391,87.7728030196458,145.5157428217822,145.51274999999998,0.0
202309010020,USDJPY5,145.62,145.666,145.619,145.638,570,0.005189505295930985,95.47316696070303,145.5456722221133,145.5342,0.0
202309010025,USDJPY5,145.636,145.674,145.616,145.66,825,0.00809601165587992,95.93841229429314,145.56913346611617,145.55116666666666,0.0
202309010030,USDJPY5,145.661,145.681,145.639,145.653,728,0.01095307364496989,96.51701725716502,145.59126961041477,145.56685714285715,0.0
202309010035,USDJPY5,145.653,145.699,145.653,145.674,723,0.012312232080830654,92.17040357407645,145.605313571541,145.577625,0.0
202309010040,USDJPY5,145.674,145.692,145.663,145.673,747,0.01410797431739752,93.02356859903938,145.62025733474243,145.58833333333334,0.0
202309010045,USDJPY5,145.674,145.686,145.662,145.672,823,0.015176570667762235,93.02356859903938,145.6315463129028,145.5969,0.0
202309010050,USDJPY5,145.673,145.686,145.617,145.638,2051,0.01568264083817894,92.50986932401652,145.64001478292516,145.60381818181818,0.0
202309010055,USDJPY5,145.639,145.667,145.535,145.565,1553,0.01397265423466365,77.4639778392517,145.63981203115398,145.60675,0.0
202309010100,USDJPY5,145.565,145.566,145.418,145.431,1800,0.008339004293446806,56.700755208554625,145.62512872983189,145.60353846153845,0.0
202309010105,USDJPY5,145.429,145.432,145.25,145.273,1899,-0.0038682032619590245,37.560235721324574,145.58718304661784,145.59107142857144,0.0
202309010110,USDJPY5,145.274,145.303,145.236,145.287,1770,-0.022222867476131114,26.867159236978026,145.52728855276268,145.56993333333332,0.0
202309010115,USDJPY5,145.287,145.34,145.279,145.317,1066,-0.03508251037766286,28.630047089604346,145.48176384470335,145.55225000000002,0.0
202309010120,USDJPY5,145.316,145.338,145.236,145.271,947,-0.042659757638546125,32.390973426797075,145.45059660337233,145.53835294117647,0.0
202309010125,USDJPY5,145.272,145.333,145.272,145.33,856,-0.050713197576612856,29.91657713959995,145.41722356035618,145.52355555555556,0.0
202309010130,USDJPY5,145.334,145.404,145.33,145.38,822,-0.052308280946363084,36.93872940498324,145.40175023681633,145.51357894736842,0.0
202309010135,USDJPY5,145.378,145.389,145.313,145.317,2236,-0.05003835814164859,41.259644680948846,145.39735253851794,145.5068,0.0
202309010140,USDJPY5,145.318,145.346,145.258,145.302,1899,-0.051654379635238,37.62309607896407,145.38270827637157,145.49845,0.0
202309010145,USDJPY5,145.302,145.369,145.269,145.358,2308,-0.053363260265939516,36.73004286674325,145.3678543487058,145.48745,0.0
202309010150,USDJPY5,145.359,145.435,145.358,145.414,1636,-0.05018348401443973,41.81957461030564,145.36622837327334,145.47965,0.0
