datadate,tic,adjcp,open,high,low,volume,macd,rsi,ema,boll,turbulence
200711270000,EURUSD1440,1.4871,1.49078,1.48061,1.48332,844109,0.0,0.0,1.4871,1.4871,0.0
200711280000,EURUSD1440,1.48337,1.48579,1.47078,1.48372,857946,-8.368589743579236e-05,0.0,1.4850485,1.485235,0.0
200711290000,EURUSD1440,1.48368,1.48442,1.47188,1.47561,861008,-9.701936243144971e-05,7.916914957011031,1.4844983720930234,1.4847166666666667,0.0
200711300000,EURUSD1440,1.47552,1.47849,1.46231,1.46313,840560,-0.00039531967745931595,2.5086901883891812,1.4815403985148514,1.4824175,0.0
200712020000,EURUSD1440,1.4636,1.46653,1.46338,1.46583,21026,-0.0010234133654549726,1.234406236522247,1.4763901980353324,1.4786540000000001,0.0
200712030000,EURUSD1440,1.46585,1.47077,1.4618,1.46682,856412,-0.0012855347652032112,10.146573808218648,1.4736525445279487,1.47652,0.0
200712040000,EURUSD1440,1.46673,1.47688,1.46315,1.47609,861687,-0.0013916274006608997,13.311492810811174,1.4719844893820149,1.4751214285714287,0.0
200712050000,EURUSD1440,1.47599,1.47701,1.45905,1.45932,859908,-0.000999986423043886,37.33772571633949,1.472895762351254,1.47523,0.0
200712060000,EURUSD1440,1.4595,1.46593,1.45234,1.4655,856445,-0.0015316961145186436,24.71760571560776,1.4699813132385067,1.4734822222222224,0.0
200712070000,EURUSD1440,1.46557,1.46725,1.45946,1.46534,839492,-0.001573930545748281,33.30217635773005,1.4690546896970527,1.472691,0.0
200712090000,EURUSD1440,1.46539,1.46581,1.46443,1.46508,20856,-0.0015919663356787073,33.18608810128855,1.4683060394076821,1.4720272727272727,0.0
200712100000,EURUSD1440,1.46512,1.47356,1.46361,1.47072,858276,-0.0015983622450261858,33.00754486186182,1.4676694745651264,1.4714516666666668,0.0
200712110000,EURUSD1440,1.47061,1.47506,1.46378,1.46586,863542,-0.0012717826411263733,39.818136161560844,1.468246609289843,1.471386923076923,0.0
200712120000,EURUSD1440,1.46609,1.4748,1.46469,1.4711,861840,-0.0012727775477705539,36.6451728740128,1.4678293628568548,1.4710085714285714,0.0
200712130000,EURUSD1440,1.47108,1.47379,1.45742,1.46248,863408,-0.0009611737606614046,41.92989435277297,1.4684510289032708,1.4710133333333333,0.0
200712140000,EURUSD1440,1.46246,1.46578,1.44094,1.44282,808385,-0.001235449976051406,36.490482140048464,1.4673159775716087,1.47047875,0.0
200712160000,EURUSD1440,1.43892,1.44173,1.43838,1.44139,53537,-0.0028860543337232425,26.703993983501277,1.4619769104946565,1.4686223529411766,0.0
200712170000,EURUSD1440,1.44144,1.44521,1.43273,1.44084,859519,-0.003955834946097747,28.8181351078631,1.458139328007556,1.4671122222222222,0.0
200712180000,EURUSD1440,1.44101,1.44357,1.43639,1.44166,861235,-0.004757439827664411,28.672151156926418,1.4549545611801475,1.4657384210526316,0.0
200712190000,EURUSD1440,1.44167,1.44235,1.43229,1.43797,862962,-0.005274843657350203,29.241289554003814,1.4524947334088147,1.4645350000000001,0.0
200712200000,EURUSD1440,1.43817,1.43899,1.43073,1.43292,861036,-0.00584294017176501,28.01498992685198,1.4498511487783377,1.4620885,0.0
200712210000,EURUSD1440,1.43289,1.44101,1.43218,1.43772,839553,-0.006567308531506111,26.29412072361042,1.4467295398379836,1.4595645000000002,0.0
200712230000,EURUSD1440,1.43738,1.43824,1.43643,1.43724,21348,-0.006746192502195436,30.07279318225686,1.4450126295844585,1.4572495,0.0
200712240000,EURUSD1440,1.43763,1.44129,1.43692,1.43933,863352,-0.006788314219402958,30.27867579367731,1.4436593741796386,1.455355,0.0
200712260000,EURUSD1440,1.43936,1.45058,1.43866,1.44819,862899,-0.006621006133111562,31.717839157014723,1.4428724557316326,1.454143,0.0
200712270000,EURUSD1440,1.44846,1.46411,1.44643,1.46082,858483,-0.005774201977509552,38.612928948517926,1.4438939103813035,1.4532734999999999,0.0
200712280000,EURUSD1440,1.46094,1.47273,1.45873,1.4721,840544,-0.0041623411156030965,46.30530488304714,1.4470070076306896,1.452984,0.0
200712300000,EURUSD1440,1.47133,1.47351,1.47022,1.47312,21855,-0.0021140773090546627,51.53564840578738,1.4514454773872518,1.452751,0.0
200712310000,EURUSD1440,1.47344,1.47491,1.45651,1.45844,862347,-0.00033926694651098543,52.507530871066855,1.4554563908524343,1.453448,0.0
200801010000,EURUSD1440,1.45841,1.46285,1.45718,1.46174,860367,-4.143144630552875e-05,45.74736697805494,1.4559947184976827,1.45309,0.0
200801020000,EURUSD1440,1.46172,1.4749,1.45925,1.4714,861197,0.00043375118266930635,47.29331054854637,1.4570377519784778,1.4529065,0.0
200801030000,EURUSD1440,1.47142,1.47807,1.46842,1.47411,861359,0.0015140347662994103,51.48434928549599,1.4596569657298892,1.4532215,0.0
200801040000,EURUSD1440,1.47404,1.48241,1.4691,1.47397,808818,0.0025349242960786,52.538850306180784,1.462275547127699,1.453393,0.0
200801060000,EURUSD1440,1.47452,1.47547,1.47404,1.47472,52754,0.0033395978776642465,52.733557172012766,1.4645042375822783,1.4538145,0.0
200801070000,EURUSD1440,1.47483,1.47494,1.46557,1.46802,862253,0.003953602749446894,52.86275372680991,1.4663833226798302,1.454002,0.0
200801080000,EURUSD1440,1.4681,1.47428,1.46754,1.47042,862954,0.0038822702231846584,49.805364285095536,1.4666956734625025,1.454284,0.0
200801090000,EURUSD1440,1.4705,1.47427,1.46357,1.46584,859061,0.003963076060587545,50.853962043183195,1.4673877818805916,1.455863,0.0
