datadate,tic,adjcp,open,high,low,volume,macd,rsi,ema,boll,turbulence
200711270000,USDCAD1440,0.9887,1.00005,0.982,0.99575,1247752,0.0,100.0,0.9887,0.9887,0.0
200711280000,USDCAD1440,0.99575,0.99985,0.98385,0.98685,1082108,0.00015817307692311822,100.0,0.9925774999999999,0.992225,0.0
200711290000,USDCAD1440,0.98685,0.99935,0.98345,0.99675,1194207,-7.444457217908873e-05,43.366210626789645,0.9902750830564783,0.9904333333333334,0.0
200711300000,USDCAD1440,0.99675,1.00185,0.9921,0.99784,1027253,0.00017901653759955227,65.71170465037494,0.9924082797029703,0.9920125,0.0
200712020000,USDCAD1440,0.9991,0.9997,0.9975,0.99855,35367,0.0004064866730827399,68.74038785406884,0.9943292906021449,0.99343,0.0
200712030000,USDCAD1440,0.9985,1.0042,0.9975,0.9998,417675,0.0005099301237193599,67.17323674382814,0.9954125678966551,0.994275,0.0
200712040000,USDCAD1440,0.99975,1.01525,0.9992,1.0119,388477,0.0006241131538816669,68.71060558149708,0.9964577147947233,0.9950571428571429,0.0
200712050000,USDCAD1440,1.012,1.0215,1.00965,1.0114,257975,0.0012732491257475553,78.7837957177243,0.999993659581433,0.997175,0.0
200712060000,USDCAD1440,1.01145,1.01935,1.0074,1.0086,209107,0.0016761030494234497,77.62312019093197,1.0024861583502769,0.998761111111111,0.0
200712070000,USDCAD1440,1.00835,1.01495,1.0007,1.00458,187910,0.0017778124509708615,71.48271243935172,1.003717894439331,0.9997199999999999,0.0
200712090000,USDCAD1440,1.00393,1.0062,1.00354,1.00565,30304,0.001590898893111925,64.01370469555582,1.0037612249536443,1.0001027272727272,0.0
200712100000,USDCAD1440,1.00565,1.01175,1.0005,1.006,200583,0.0015267006251173942,65.46626724975933,1.0041385987510643,1.0005650000000001,0.0
200712110000,USDCAD1440,1.006,1.01655,1.00385,1.01195,256308,0.0014786080000006585,65.75722472183234,1.004503934580046,1.000983076923077,0.0
200712120000,USDCAD1440,1.01195,1.01755,1.0055,1.0115,314136,0.0017682452152736339,70.17619623874792,1.005944549832379,1.0017664285714285,0.0
200712130000,USDCAD1440,1.01155,1.02325,1.0094,1.0195,724253,0.0019403774081347969,69.55199002228545,1.0070165606076926,1.0024186666666666,0.0
200712140000,USDCAD1440,1.0195,1.02485,1.01275,1.01644,828954,0.0025287666951243626,74.25944858029206,1.0093816542726932,1.00348625,0.0
200712160000,USDCAD1440,1.01741,1.019,1.01628,1.01805,30055,0.0028167750465777353,71.26308423303111,1.0108911594921195,1.0043052941176471,0.0
200712170000,USDCAD1440,1.0182,1.02275,1.00265,1.0057,188960,0.003052572932456199,71.70944744376598,1.012256909142796,1.0050772222222222,0.0
200712180000,USDCAD1440,1.0057,1.01435,1.00125,1.0054,255204,0.0023947966177628732,57.17334384471057,1.0110378171434427,1.0051100000000002,0.0
200712190000,USDCAD1440,1.0053,1.00915,1.00076,1.00215,344185,0.0018328449794198232,56.792248248596024,1.0099753776872293,1.0051195,0.0
200712200000,USDCAD1440,1.00215,1.00475,0.9952,1.00015,377393,0.0011682966746111578,53.86716471226969,1.0085312287742096,1.005792,0.0
200712210000,USDCAD1440,1.0002,1.001,0.99076,0.99135,276263,0.000509076860239821,52.14716939045391,1.0069979105676667,1.0060145,0.0
200712230000,USDCAD1440,0.99122,0.99285,0.9907,0.9921,4419,-0.0006182974262387564,45.26217555943061,1.0041005212947987,1.0062330000000002,0.0
200712240000,USDCAD1440,0.9922,0.9934,0.98261,0.98475,159475,-0.0014192342331806884,46.06608614819176,1.001919124466186,1.0060054999999999,0.0
200712260000,USDCAD1440,0.98522,0.98649,0.9797,0.97995,242324,-0.0025105328733167065,41.56796092493351,0.9988626682102445,1.0053115,0.0
200712270000,USDCAD1440,0.9799,0.98535,0.9784,0.9806,242380,-0.0037041840301466067,38.59645176243583,0.9953961174889947,1.0043815,0.0
200712280000,USDCAD1440,0.9802,0.9848,0.97555,0.98137,90049,-0.004569657951365658,38.85145012642217,0.9926208773832259,1.0034040000000002,0.0
200712300000,USDCAD1440,0.98048,0.9809,0.9785,0.9804,9846,-0.005171211442037138,39.09565382935332,0.990405405032399,1.0018280000000002,0.0
200712310000,USDCAD1440,0.9804,0.99867,0.97569,0.99771,66191,-0.005586192356216602,39.04956056712293,0.9885808228636643,1.0002755,0.0
200801010000,USDCAD1440,0.9976,0.99797,0.99083,0.9927,26031,-0.004596080341698117,51.71182720553137,0.9902246667669389,0.999738,0.0
200801020000,USDCAD1440,0.9927,0.9971,0.98605,0.9943,211829,-0.0041278954658486855,48.72845043136927,0.9906756237089098,0.9991765000000001,0.0
200801030000,USDCAD1440,0.9943,0.99655,0.987,0.9888,147572,-0.0035965531932460326,49.70852640210241,0.9913356746416783,0.9986090000000001,0.0
200801040000,USDCAD1440,0.9888,1.00408,0.98415,1.00214,195982,-0.003546981818068673,46.544653264446275,0.9908740286271517,0.9977490000000001,0.0
200801060000,USDCAD1440,1.00177,1.0027,0.99995,1.0,9795,-0.0025015274365622897,53.72914773263181,0.9928572734193282,0.9972399999999999,0.0
200801070000,USDCAD1440,1.0,1.00795,0.99675,1.00555,420461,-0.0017875758767782468,52.728667737276446,0.9941571087758527,0.9966624999999999,0.0
200801080000,USDCAD1440,1.00555,1.00765,0.9966,1.0046,343130,-0.0007911645224367714,55.42125197151312,0.9962300542554449,0.995965,0.0
200801090000,USDCAD1440,1.0046,1.01235,1.00185,1.00965,300938,-7.42555498792763e-05,54.8678467504229,0.997752770523793,0.9953245,0.0
